1509693,"lm335577",372680,2016/02/05
1273477,"wgglgg",301814,2016/02/05
1044830,"kt6688",155894,2016/02/05
363032,"dick888",121570,2016/02/05
1197744,"shinan19820213",86766.2,2016/02/05
937754,"moxun2013",73110.2,2016/02/05
791472,"f2859122275",68630,2016/02/05
1206196,"fbl88888",42444,2016/02/05
1280940,"小斌蟋蟀",40666,2016/02/05
1451307,"kdy850721",35248,2016/02/05
1273445,"chen8961788",30794,2016/02/05
966772,"chuancaizhong",27924,2016/02/05
781485,"caigewwm88",27214.2,2016/02/05
1089665,"sm5678",25944.8,2016/02/05
432821,"tianlong033",25118,2016/02/05
1230370,"ty007",24050,2016/02/05
368082,"shuijing518",23000.4,2016/02/05
1170153,"guo8704",22738.4,2016/02/05
1005096,"moonwell123",22680,2016/02/05
1458023,"lgb108",22100,2016/02/05
607176,"fzy995",21460,2016/02/05
1088855,"qjg778817",21400,2016/02/05
1485496,"gui2016",18886.8,2016/02/05
951851,"aiqi1314",18541.6,2016/02/05
1381234,"呆呆520",18400,2016/02/05
1463410,"wolftooth24",18264,2016/02/05
1255147,"ojiayou8",18218,2016/02/05
1459126,"lixin188",17399.8,2016/02/05
1217594,"zhang8",16995.4,2016/02/05
1179430,"s5524917",16772.6,2016/02/05
954776,"ymf16889",16686,2016/02/05
1514781,"linchaozhi369",15235.8,2016/02/05
1288143,"dissummer",14738.6,2016/02/05
1390967,"wo55558888",13837.6,2016/02/05
1092826,"hryjhjs",13574.8,2016/02/05
1257762,"ggyyaizhu",13524,2016/02/05
1031708,"eqzhanghanhui",11737.6,2016/02/05
1505845,"t15991809169",11222,2016/02/05
1089926,"power9",11092.8,2016/02/05
803268,"fuman2013",10710.4,2016/02/05
1508804,"彩头",10639.4,2016/02/05
1511560,"anliao",10140.4,2016/02/05
1240479,"tianbao527",9720,2016/02/05
1086432,"ren314484",9680.8,2016/02/05
1072944,"a504914592",9577.2,2016/02/05
800075,"loveyan2020",9068,2016/02/05
1158931,"fj47048685",9048,2016/02/05
1412633,"梦洁123",9045,2016/02/05
1328480,"李望",9040,2016/02/05
1220078,"rongrongjin",8660,2016/02/05
1285146,"li9887",8567.2,2016/02/05
1148130,"mybank888",8384,2016/02/05
1167844,"cmct88",8316,2016/02/05
1297376,"lihua0906",8160,2016/02/05
1478295,"muyixuan2015",7756,2016/02/05
1223921,"firefly12",7600,2016/02/05
911396,"qq5677820",7516,2016/02/05
1255986,"ditayang",7443,2016/02/05
1308464,"starwei1976",7362.6,2016/02/05
1515658,"jiayu2016",7216,2016/02/05
1508641,"pyg521",6883.2,2016/02/05
1259420,"dvd010",6874,2016/02/05
1295559,"bbff119",6771.4,2016/02/05
1500961,"wjz温见州",6732,2016/02/05
1500915,"sj13134213271",6384,2016/02/05
1299563,"q15909089788",6332,2016/02/05
1487368,"chaoqi123",6091.4,2016/02/05
1244453,"pingan284",6053.6,2016/02/05
1020834,"dajun518",6000,2016/02/05
1478655,"xuning168",5954.6,2016/02/05
1339595,"文哥是高手",5954,2016/02/05
934286,"xiaoxia555",5800,2016/02/05
1370099,"anhuizgp",5766.6,2016/02/05
997571,"awdtankdd",5720.8,2016/02/05
554659,"ty8362",5664,2016/02/05
1073025,"a504914593",5603.4,2016/02/05
1517101,"mylove0926",5578.6,2016/02/05
1501181,"w490477457",5465,2016/02/05
894371,"zqdl789",5387.2,2016/02/05
827233,"cjm666666",5351.2,2016/02/05
1513370,"w303870",5156,2016/02/05
1463181,"li742548271",5120.4,2016/02/05
1377775,"zsl9898",5000,2016/02/05
734432,"cubs169",4800,2016/02/05
939725,"xxg6666",4784.8,2016/02/05
1237161,"qswzdj",4774,2016/02/05
1238513,"猴子红",4642.8,2016/02/05
1488680,"mrj2016",4542.6,2016/02/05
1515417,"o299",4302,2016/02/05
1184829,"lhg15248781115",4277,2016/02/05
991755,"lengleng",4191,2016/02/05
1445469,"韦雨",4154.4,2016/02/05
1292900,"yixiaonaihe",4133,2016/02/05
1459972,"霍百万",4028.2,2016/02/05
1421286,"sigui",3958,2016/02/05
1338330,"lx990521",3915.8,2016/02/05
858105,"a529428950",3911,2016/02/05
1303434,"lb326140884",3893.8,2016/02/05
1509085,"z13842289235",3796.8,2016/02/05
1477519,"why123123",3780,2016/02/05
1502859,"alxad",3779.8,2016/02/05
1496840,"a000501",3774,2016/02/05
1325271,"abc441045976",3729.6,2016/02/05
1230664,"cqfj820323",3720,2016/02/05
1163979,"s254757279",3444,2016/02/05
1102639,"z664985226",3348.8,2016/02/05
1331544,"宋大师",3343.2,2016/02/05
867527,"dd1939",3322,2016/02/05
894013,"w1271101089",3306,2016/02/05
1194226,"wannianhong139",3300,2016/02/05
800428,"binbin5588",3284,2016/02/05
1513811,"oy0321",3220,2016/02/05
1372820,"yqmrc",3200,2016/02/05
1450203,"z569510202",3166,2016/02/05
1247836,"reformwzp",3105.4,2016/02/05
1428702,"wisdom519",3099,2016/02/05
1051534,"y2464976434y",3051,2016/02/05
919265,"nini5656",3040,2016/02/05
1238534,"羊年发",3002,2016/02/05
1514357,"wuxjs12",2993.6,2016/02/05
1509297,"温赢888",2987.4,2016/02/05
1335947,"vip9290",2981.2,2016/02/05
1079480,"gaocheng0624",2938,2016/02/05
1075133,"tym2014",2935,2016/02/05
1101670,"cyl8898",2925.2,2016/02/05
1029896,"czls888",2856,2016/02/05
930413,"tnt911",2849.8,2016/02/05
906268,"tingyu44",2812,2016/02/05
1505650,"peter83",2778,2016/02/05
1379860,"如果有来生",2666.8,2016/02/05
780535,"ice916",2619.4,2016/02/05
1239228,"dai13630450176",2618.8,2016/02/05
881465,"wyh2013",2559.2,2016/02/05
1515474,"qq蓝天",2538,2016/02/05
1267011,"ffffff888",2534,2016/02/05
1464694,"独宠地瓜",2508,2016/02/05
1391648,"zsz314342zsz",2500,2016/02/05
1268069,"cct88",2442,2016/02/05
1365331,"shj4379",2431.4,2016/02/05
1293866,"wq2028",2357,2016/02/05
1464437,"zhuzeyu",2298,2016/02/05
1508589,"老木头",2295.6,2016/02/05
1383689,"烟花烙清荷怨",2290,2016/02/05
993227,"a663303",2281.2,2016/02/05
1508152,"完美世界祝福",2277.4,2016/02/05
875802,"benlu111",2275.2,2016/02/05
1109970,"hqyhwd",2268.6,2016/02/05
858975,"qiji88888",2246.6,2016/02/05
1506884,"billsky2188",2218,2016/02/05
867904,"benlu88",2216.6,2016/02/05
1451102,"lixun318",2200,2016/02/05
1449916,"mm1161626156",2183.2,2016/02/05
1029839,"xiaolifeidao1203",2170.2,2016/02/05
1341094,"czbaoqi",2128,2016/02/05
1270134,"快乐2005",2126.6,2016/02/05
1471944,"t13104379998",2118,2016/02/05
1177378,"xiangshui021",2098,2016/02/05
1241398,"zjq900128",2090,2016/02/05
1058040,"shandonglecai",2088,2016/02/05
1210143,"薛少",2062,2016/02/05
1459526,"oo0205",2036,2016/02/05
1096455,"a86315422",2032.2,2016/02/05
1390564,"fdc151",2024.6,2016/02/05
956914,"liuhui781201",2023,2016/02/05
104905,"mbfuqi",1966.2,2016/02/05
988797,"w88208605",1940,2016/02/05
705449,"zhw666",1937.6,2016/02/05
961121,"wbn0373",1936,2016/02/05
974146,"feidudu188",1924,2016/02/05
1158206,"carteryjpgfss",1767,2016/02/05
1488556,"lakea123",1753.4,2016/02/05
1191445,"lei2538439995",1720,2016/02/05
1510077,"a15218998500",1715,2016/02/05
1484279,"ylb2016",1701.4,2016/02/05
1364635,"福彩收割机",1678,2016/02/05
1174490,"qingxiu888",1669.4,2016/02/05
737987,"czm16888",1621.4,2016/02/05
1498658,"longxxy2016",1600,2016/02/05
1454750,"a64993280",1594,2016/02/05
919780,"dyllm666",1593.2,2016/02/05
1274347,"rlq888",1590,2016/02/05
1266725,"zhangjh",1590,2016/02/05
1515508,"一分一秒",1585,2016/02/05
387177,"letou011",1580,2016/02/05
