1303434,"lb326140884",646216.2,2016/02/08
368082,"shuijing518",391574,2016/02/08
1364635,"福彩收割机",291919,2016/02/08
1517850,"ds899",251240,2016/02/08
1371693,"重型联合收割机",220733,2016/02/08
1518105,"lw3639",173970,2016/02/08
1290506,"zhanghot151",149770,2016/02/08
1367367,"管哥522625",117071,2016/02/08
1241134,"博彩大师摩尔",116568,2016/02/08
1247311,"管哥513625",115899.2,2016/02/08
1088855,"qjg778817",97014,2016/02/08
1259420,"dvd010",87652,2016/02/08
1518232,"zou123456789",82230,2016/02/08
1495028,"liu7758521",79423.6,2016/02/08
1483115,"福彩重型收割机",75510,2016/02/08
1472058,"wy1232",74445,2016/02/08
1217155,"fflove520",74140,2016/02/08
1031708,"eqzhanghanhui",68812.8,2016/02/08
1311633,"p120424",60620,2016/02/08
1280940,"小斌蟋蟀",53646.8,2016/02/08
1517944,"ryan510",53184.6,2016/02/08
1292900,"yixiaonaihe",48336.4,2016/02/08
894371,"zqdl789",45080,2016/02/08
1367426,"lw0739",43870,2016/02/08
906466,"zuijiu2013",43839.6,2016/02/08
1206196,"fbl88888",42298,2016/02/08
1197744,"shinan19820213",40312.4,2016/02/08
1288143,"dissummer",39385.2,2016/02/08
1407672,"难念的经888",30480,2016/02/08
1392408,"石砳磊",27859.4,2016/02/08
1500778,"xingfuchaoren781",26320,2016/02/08
1394400,"博彩皇帝摩尔",23364,2016/02/08
1247836,"reformwzp",22550.8,2016/02/08
734432,"cubs169",21374,2016/02/08
1217594,"zhang8",20826.2,2016/02/08
1230370,"ty007",20390,2016/02/08
1464437,"zhuzeyu",17140,2016/02/08
1089665,"sm5678",15747.2,2016/02/08
1281239,"qingxin88",15312.8,2016/02/08
1463410,"wolftooth24",14660,2016/02/08
954776,"ymf16889",14454,2016/02/08
1217169,"wanjiange888",14003.4,2016/02/08
1240479,"tianbao527",11992,2016/02/08
1213172,"yu0611",10297.2,2016/02/08
1092398,"w254757279",10130.4,2016/02/08
1514901,"zql0422",10091,2016/02/08
1170153,"guo8704",8780.8,2016/02/08
1421286,"sigui",8730,2016/02/08
791472,"f2859122275",8558.6,2016/02/08
1191445,"lei2538439995",8396,2016/02/08
1220078,"rongrongjin",7664,2016/02/08
1449612,"shenlaizhishou",6897.8,2016/02/08
1339595,"文哥是高手",6473,2016/02/08
1318069,"byds0421",6426,2016/02/08
906268,"tingyu44",6404,2016/02/08
1487368,"chaoqi123",6026,2016/02/08
1472111,"wwb00000",5781.2,2016/02/08
1458023,"lgb108",5406,2016/02/08
946694,"chengwei2014",5282.4,2016/02/08
