368082,"shuijing518",88902,2016/02/09
1191445,"lei2538439995",68673,2016/02/09
1292900,"yixiaonaihe",62461.6,2016/02/09
1259420,"dvd010",56428,2016/02/09
894371,"zqdl789",48608,2016/02/09
1031708,"eqzhanghanhui",42469.2,2016/02/09
1339595,"文哥是高手",35214.6,2016/02/09
1089665,"sm5678",32259.2,2016/02/09
1088855,"qjg778817",32010.2,2016/02/09
1407672,"难念的经888",30510,2016/02/09
1482555,"q1399952011",27944,2016/02/09
791472,"f2859122275",27241.6,2016/02/09
1247836,"reformwzp",27056.2,2016/02/09
1334172,"lmy117969453",22905.6,2016/02/09
1170153,"guo8704",19264,2016/02/09
1517944,"ryan510",18905.2,2016/02/09
1281239,"qingxin88",18288,2016/02/09
1106776,"yl5611564ls",17750,2016/02/09
1421286,"sigui",17386,2016/02/09
1163979,"s254757279",16464,2016/02/09
1392570,"wanghengyue",15537.2,2016/02/09
1379867,"wl535671549",14290,2016/02/09
1280940,"小斌蟋蟀",14236.8,2016/02/09
954776,"ymf16889",13536,2016/02/09
1179430,"s5524917",12627.2,2016/02/09
1217594,"zhang8",10582.6,2016/02/09
1449612,"shenlaizhishou",9568,2016/02/09
879509,"szaj888",8886.8,2016/02/09
1408588,"kimi",8475.6,2016/02/09
1044830,"kt6688",8450,2016/02/09
1510077,"a15218998500",8085,2016/02/09
1463410,"wolftooth24",7920,2016/02/09
1318069,"byds0421",7169.8,2016/02/09
1458023,"lgb108",7140,2016/02/09
1005096,"moonwell123",6888,2016/02/09
1408273,"zff19901021",6820,2016/02/09
1370352,"李振国606",6463.4,2016/02/09
1392408,"石砳磊",5635.8,2016/02/09
1267011,"ffffff888",5635,2016/02/09
906268,"tingyu44",5200,2016/02/09
1431899,"tutuxixi",5094,2016/02/09
1240479,"tianbao527",4920,2016/02/09
1377066,"李大本事",4883.8,2016/02/09
1384243,"z86284631",4826.4,2016/02/09
1518553,"wmtt55555",4748,2016/02/09
1374852,"zd1988",4439.2,2016/02/09
1375198,"王者2016",4364,2016/02/09
1373370,"hy1984",3931.8,2016/02/09
1217169,"wanjiange888",3636.4,2016/02/09
1515474,"qq蓝天",3603.6,2016/02/09
1250019,"jiandao8899",3528,2016/02/09
1461278,"yy1232091302",3494.4,2016/02/09
993227,"a663303",3465.4,2016/02/09
1158931,"fj47048685",3270,2016/02/09
1183467,"shuncheng999",3216.4,2016/02/09
875802,"benlu111",3142,2016/02/09
867527,"dd1939",3030,2016/02/09
1365331,"shj4379",2944.2,2016/02/09
1288143,"dissummer",2888,2016/02/09
1080942,"wubaiwubai520",2786,2016/02/09
1398851,"leyan918",2739.6,2016/02/09
1508241,"goog",2700,2016/02/09
1435201,"志伟",2695.8,2016/02/09
1230370,"ty007",2592,2016/02/09
721399,"yun13791379",2503.6,2016/02/09
1407766,"chenbin400",2483.2,2016/02/09
1454750,"a64993280",2466,2016/02/09
1505825,"fg1688adf",2365.2,2016/02/09
104905,"mbfuqi",2363.6,2016/02/09
292012,"y65374421",2352,2016/02/09
1249742,"mowang008",2317.8,2016/02/09
1451123,"kaixinjiuhao999",2300.2,2016/02/09
1518565,"yuandong8899",2174,2016/02/09
1517101,"mylove0926",2134,2016/02/09
1515417,"o299",2012,2016/02/09
1518540,"pan8866",1942.2,2016/02/09
1507980,"style1024",1922.2,2016/02/09
956914,"liuhui781201",1820.4,2016/02/09
1434786,"hbb1999",1808.8,2016/02/09
1237462,"shuo888888",1717.2,2016/02/09
916239,"czd88787699",1709.2,2016/02/09
1513167,"nizhan2016",1573.2,2016/02/09
827233,"cjm666666",1497.6,2016/02/09
1428937,"爱猜才会赢",1480.6,2016/02/09
1229955,"p8888",1369.4,2016/02/09
1510285,"中个小奖吃快餐",1360.4,2016/02/09
1264806,"daxuesheng520",1348.2,2016/02/09
1370099,"anhuizgp",1333.2,2016/02/09
1254335,"pengpeng888",1310.4,2016/02/09
1032292,"tiantianshengli",1296,2016/02/09
1295559,"bbff119",1249.6,2016/02/09
1472111,"wwb00000",1184.2,2016/02/09
1481822,"llkk369",1182.2,2016/02/09
351459,"tea888",1172,2016/02/09
951851,"aiqi1314",1147,2016/02/09
393309,"lolo888",1098.6,2016/02/09
1292016,"xiaozhuang",1064.4,2016/02/09
1213172,"yu0611",1064.4,2016/02/09
1260061,"sense5716",1041.4,2016/02/09
1308479,"fh0080",1036,2016/02/09
1188354,"中华龙威",1010,2016/02/09
1395480,"永静",1002,2016/02/09
1197744,"shinan19820213",996,2016/02/09
681896,"yelisom",980,2016/02/09
1512226,"一往无云",936,2016/02/09
1224098,"goallhzl",925.8,2016/02/09
1458545,"feiji123",905.2,2016/02/09
906466,"zuijiu2013",892,2016/02/09
1511368,"ismael9100",865.2,2016/02/09
554659,"ty8362",846.8,2016/02/09
889045,"dengsc03",845,2016/02/09
944421,"csdth1",800,2016/02/09
1518164,"iamjoe",737.8,2016/02/09
1509013,"xianzhi8899",732.6,2016/02/09
1082250,"sanjiaomao1",728,2016/02/09
1274347,"rlq888",724.2,2016/02/09
1311685,"plm0plm",722.4,2016/02/09
1510466,"心事重重",706,2016/02/09
1227215,"huangtian666",698,2016/02/09
1062248,"zishen2014",690,2016/02/09
1517221,"入冬时刻2",676,2016/02/09
1376872,"凤凰12345",656.6,2016/02/09
1272515,"b122032297",632,2016/02/09
1374201,"突然不想你",614,2016/02/09
1367886,"tan213344",612,2016/02/09
1289965,"成功550",574,2016/02/09
897914,"dazhi373",562.4,2016/02/09
1468408,"yhy7788",514,2016/02/09
