954776,"ymf16889",743418,2016/01/29
1092826,"hryjhjs",205111,2016/01/29
1280940,"小斌蟋蟀",127668.2,2016/01/29
1213172,"yu0611",123826.2,2016/01/29
1468791,"southpark2015",121441.6,2016/01/29
1509484,"hyb061101",111264,2016/01/29
1318069,"byds0421",97331,2016/01/29
959466,"a152750",79554.4,2016/01/29
1218550,"wu5332363",73549.2,2016/01/29
1451307,"kdy850721",53740,2016/01/29
1089665,"sm5678",49368,2016/01/29
1462713,"a953688023",40768,2016/01/29
1029331,"eeqsnrt628",39610,2016/01/29
1165063,"lwn009",39034.4,2016/01/29
1295559,"bbff119",38009.8,2016/01/29
1238690,"aa6261",35848.2,2016/01/29
1259420,"dvd010",33636,2016/01/29
1464448,"icbc1980",30968,2016/01/29
1273477,"wgglgg",28944,2016/01/29
911396,"qq5677820",27264,2016/01/29
894371,"zqdl789",27261.8,2016/01/29
1029896,"czls888",27170,2016/01/29
1041066,"liushang998",26606,2016/01/29
432821,"tianlong033",26074,2016/01/29
1294994,"fdc858",24084,2016/01/29
1459126,"lixin188",22750,2016/01/29
368082,"shuijing518",21761.6,2016/01/29
363032,"dick888",20970,2016/01/29
1492932,"千王之王jjc",20288.8,2016/01/29
879509,"szaj888",16666,2016/01/29
1246006,"xbtw020220",15655.8,2016/01/29
1163504,"yhk99999",15360,2016/01/29
1490373,"aiqi14",15297.8,2016/01/29
1240479,"tianbao527",15272,2016/01/29
1463410,"wolftooth24",14592,2016/01/29
937754,"moxun2013",14130,2016/01/29
1299563,"q15909089788",13530,2016/01/29
1167864,"asdfgh1979",13235.2,2016/01/29
1488556,"lakea123",12426,2016/01/29
1390967,"wo55558888",11623,2016/01/29
1488680,"mrj2016",10372.6,2016/01/29
1215840,"ly823399953",10050,2016/01/29
1285146,"li9887",9716,2016/01/29
1267011,"ffffff888",9710,2016/01/29
1174431,"juggbug",9464,2016/01/29
917764,"yuanyang111",9245,2016/01/29
1456621,"zj940715",8794,2016/01/29
1458023,"lgb108",8790,2016/01/29
1511027,"xjl1939934570",8485.6,2016/01/29
1051534,"y2464976434y",8401,2016/01/29
1445469,"韦雨",8388.6,2016/01/29
1215866,"xy6789",7970,2016/01/29
1493679,"z15888",7739,2016/01/29
877736,"zhangjie2014",7552.2,2016/01/29
637535,"bfcs008",7430.4,2016/01/29
1439588,"manman0913",7349,2016/01/29
1170153,"guo8704",7257.6,2016/01/29
367934,"em1357",7000,2016/01/29
1504477,"qwas7758521",6660,2016/01/29
939725,"xxg6666",6429,2016/01/29
1426497,"lhf800926",6382,2016/01/29
1428702,"wisdom519",6320,2016/01/29
966772,"chuancaizhong",6148.8,2016/01/29
1464694,"独宠地瓜",6127.8,2016/01/29
1029839,"xiaolifeidao1203",6072.6,2016/01/29
1075133,"tym2014",6052,2016/01/29
894013,"w1271101089",5988.4,2016/01/29
1217594,"zhang8",5818.6,2016/01/29
1338330,"lx990521",5539.6,2016/01/29
1485796,"你好2018",5480.6,2016/01/29
1237161,"qswzdj",5291,2016/01/29
1500961,"wjz温见州",5234,2016/01/29
1221527,"likejia",5130,2016/01/29
1472180,"a376415646",4720.8,2016/01/29
