1273477,"wgglgg",673522,2016/01/30
1318069,"byds0421",160880.2,2016/01/30
1451307,"kdy850721",110720,2016/01/30
1513501,"byxs0421",99951.8,2016/01/30
1510077,"a15218998500",85203,2016/01/30
1509484,"hyb061101",83558,2016/01/30
1218550,"wu5332363",64402.4,2016/01/30
1089665,"sm5678",63641.2,2016/01/30
954776,"ymf16889",58860,2016/01/30
1098250,"hwq999",50400,2016/01/30
1115592,"santian2ye",47488,2016/01/30
791472,"f2859122275",42651.4,2016/01/30
1463181,"li742548271",36401.6,2016/01/30
1280940,"小斌蟋蟀",28804,2016/01/30
1464694,"独宠地瓜",28147.6,2016/01/30
894371,"zqdl789",26729.6,2016/01/30
1513363,"梦一场",24480,2016/01/30
1299563,"q15909089788",24260,2016/01/30
1458023,"lgb108",23276,2016/01/30
879509,"szaj888",22545,2016/01/30
1031708,"eqzhanghanhui",20294.4,2016/01/30
1165063,"lwn009",19066.6,2016/01/30
1375198,"王者2016",18546,2016/01/30
1182821,"g1308222",17932.2,2016/01/30
1092826,"hryjhjs",17696,2016/01/30
1492517,"zhanglipeng",17105.2,2016/01/30
1029896,"czls888",15030,2016/01/30
1215840,"ly823399953",14820,2016/01/30
1485496,"gui2016",14347.6,2016/01/30
432821,"tianlong033",14330,2016/01/30
1445469,"韦雨",13822.6,2016/01/30
1459126,"lixin188",13380,2016/01/30
917764,"yuanyang111",13226.6,2016/01/30
1221527,"likejia",12525,2016/01/30
1464448,"icbc1980",12310,2016/01/30
1509310,"chen899",12049.4,2016/01/30
1267011,"ffffff888",11996,2016/01/30
1462713,"a953688023",11969.6,2016/01/30
1240479,"tianbao527",11910,2016/01/30
1308464,"starwei1976",11204,2016/01/30
554659,"ty8362",10954,2016/01/30
1217921,"ab188",10856,2016/01/30
1217594,"zhang8",10795.2,2016/01/30
1170153,"guo8704",10707.2,2016/01/30
1167864,"asdfgh1979",10694.4,2016/01/30
875802,"benlu111",10608,2016/01/30
1381319,"tihui888",10550.2,2016/01/30
1247836,"reformwzp",10421,2016/01/30
1238690,"aa6261",9916.2,2016/01/30
877736,"zhangjie2014",9833.4,2016/01/30
1500961,"wjz温见州",9462,2016/01/30
1434149,"buyaotanxin",8742,2016/01/30
1478295,"muyixuan2015",8468,2016/01/30
1310501,"huajia123",7639.2,2016/01/30
1424444,"dw8888",6988.8,2016/01/30
1096455,"a86315422",6840,2016/01/30
1314351,"zy1340447",6681,2016/01/30
1086432,"ren314484",6628.2,2016/01/30
821262,"daosange2013",6566,2016/01/30
1404869,"guo8661",6245.6,2016/01/30
1191445,"lei2538439995",5620,2016/01/30
1220078,"rongrongjin",5590,2016/01/30
1296760,"zllongyi",5492,2016/01/30
1283315,"ll317265211",5152.4,2016/01/30
966772,"chuancaizhong",5107.2,2016/01/30
1213172,"yu0611",5025.6,2016/01/30
1488556,"lakea123",4970.4,2016/01/30
956914,"liuhui781201",4951.8,2016/01/30
1428702,"wisdom519",4925,2016/01/30
1454750,"a64993280",4659,2016/01/30
1502538,"sjx8989888",4580.2,2016/01/30
894013,"w1271101089",4559.6,2016/01/30
1438985,"周平游戏",4558.2,2016/01/30
1370099,"anhuizgp",4437.6,2016/01/30
721399,"yun13791379",4425.6,2016/01/30
1246006,"xbtw020220",4408,2016/01/30
1080942,"wubaiwubai520",4382,2016/01/30
1510234,"kk7788",4320,2016/01/30
367934,"em1357",4298,2016/01/30
1372820,"yqmrc",4272.4,2016/01/30
904369,"tc0607",4100,2016/01/30
1157006,"zjxjwx",4042.6,2016/01/30
993227,"a663303",4038,2016/01/30
1512892,"dz8979220",4007.4,2016/01/30
1513370,"w303870",3824,2016/01/30
867527,"dd1939",3814,2016/01/30
934286,"xiaoxia555",3800,2016/01/30
1148130,"mybank888",3782,2016/01/30
1051534,"y2464976434y",3781.2,2016/01/30
1174431,"juggbug",3777.6,2016/01/30
1492932,"千王之王jjc",3716,2016/01/30
1338330,"lx990521",3708.2,2016/01/30
1163979,"s254757279",3612,2016/01/30
951732,"yryx5130680620",3557.8,2016/01/30
1463410,"wolftooth24",3550,2016/01/30
1475831,"wq13919117891",3528,2016/01/30
1167844,"cmct88",3466.4,2016/01/30
1338710,"liu8325240",3304.4,2016/01/30
1383689,"烟花烙清荷怨",3304,2016/01/30
1335947,"vip9290",3267.6,2016/01/30
363032,"dick888",3240,2016/01/30
1259420,"dvd010",3238.4,2016/01/30
1390564,"fdc151",3162.2,2016/01/30
1390967,"wo55558888",3103.2,2016/01/30
1292900,"yixiaonaihe",3090.2,2016/01/30
357207,"asd9898",3072,2016/01/30
547283,"yadd000",3034.2,2016/01/30
1453722,"风凰你好",2977.4,2016/01/30
906268,"tingyu44",2948,2016/01/30
1505447,"mx98",2929.4,2016/01/30
1368652,"piao5678",2860,2016/01/30
1203131,"lfd2010",2828.8,2016/01/30
1506537,"fenghuang2016",2679.4,2016/01/30
1041066,"liushang998",2674,2016/01/30
1503816,"lteng888",2666,2016/01/30
737987,"czm16888",2614.4,2016/01/30
1335860,"vip7722",2542,2016/01/30
1193581,"kuangai555",2532.8,2016/01/30
681896,"yelisom",2512,2016/01/30
1513400,"hc11676606",2508,2016/01/30
1331544,"宋大师",2442.4,2016/01/30
974146,"feidudu188",2430,2016/01/30
1490373,"aiqi14",2399,2016/01/30
1294994,"fdc858",2376.2,2016/01/30
930413,"tnt911",2326.2,2016/01/30
1237161,"qswzdj",2309,2016/01/30
1407672,"难念的经888",2228,2016/01/30
802668,"xw6688a",2227.8,2016/01/30
1379867,"wl535671549",2227,2016/01/30
1425459,"wasd147",2205.2,2016/01/30
1462243,"无心可用",2180,2016/01/30
1284554,"yxb2015",2143,2016/01/30
1510086,"宇宙爆发",2128,2016/01/30
1285146,"li9887",2125.2,2016/01/30
1500915,"sj13134213271",2124,2016/01/30
1112839,"id7128",2115,2016/01/30
1509791,"fa103679",2095.6,2016/01/30
1208830,"富权fuquan365",2056,2016/01/30
991755,"lengleng",2050.4,2016/01/30
927246,"dmm541005",2034,2016/01/30
1029839,"xiaolifeidao1203",2008,2016/01/30
1338160,"鹏鹏888",1972.6,2016/01/30
1301143,"龙腾虎跃",1920,2016/01/30
803268,"fuman2013",1905.8,2016/01/30
