1044830,"kt6688",119738,2016/02/07
1280940,"小斌蟋蟀",100527.4,2016/02/07
791472,"f2859122275",79926.6,2016/02/07
1179430,"s5524917",43307.6,2016/02/07
1041066,"liushang998",40570,2016/02/07
1451307,"kdy850721",39672,2016/02/07
1394400,"博彩皇帝摩尔",36294.4,2016/02/07
1088855,"qjg778817",35804.4,2016/02/07
1303434,"lb326140884",34555.4,2016/02/07
1259420,"dvd010",32410,2016/02/07
607176,"fzy995",29799.4,2016/02/07
1031708,"eqzhanghanhui",26252.8,2016/02/07
1290506,"zhanghot151",25360,2016/02/07
1408152,"ahufengyuan",18900.2,2016/02/07
894371,"zqdl789",18155.2,2016/02/07
1463410,"wolftooth24",17760,2016/02/07
1206196,"fbl88888",17722,2016/02/07
1089665,"sm5678",16860.4,2016/02/07
368082,"shuijing518",16775,2016/02/07
1247836,"reformwzp",16331.4,2016/02/07
554659,"ty8362",16088.8,2016/02/07
1240479,"tianbao527",15528,2016/02/07
898746,"vv44271836",14850,2016/02/07
1472058,"wy1232",14228.6,2016/02/07
1464437,"zhuzeyu",13890,2016/02/07
879509,"szaj888",13272.4,2016/02/07
1220078,"rongrongjin",12688,2016/02/07
1413137,"vip919",11556.4,2016/02/07
956914,"liuhui781201",11018.8,2016/02/07
1217594,"zhang8",10914.6,2016/02/07
1255986,"ditayang",10518,2016/02/07
1472111,"wwb00000",10426,2016/02/07
1517710,"李磊888",10364.8,2016/02/07
1217169,"wanjiange888",10358,2016/02/07
1367367,"管哥522625",10291.6,2016/02/07
1273445,"chen8961788",9832,2016/02/07
1292900,"yixiaonaihe",9397.2,2016/02/07
1339595,"文哥是高手",9292,2016/02/07
1218550,"wu5332363",8967.2,2016/02/07
1514901,"zql0422",8894.8,2016/02/07
1392408,"石砳磊",8823.2,2016/02/07
1407672,"难念的经888",8377,2016/02/07
1163979,"s254757279",8164.8,2016/02/07
1373370,"hy1984",8051.2,2016/02/07
1288143,"dissummer",7424,2016/02/07
1281239,"qingxin88",7308.8,2016/02/07
1170153,"guo8704",7156.8,2016/02/07
1365331,"shj4379",7084.6,2016/02/07
1517850,"ds899",6624,2016/02/07
1517944,"ryan510",6374,2016/02/07
1370099,"anhuizgp",5981.4,2016/02/07
809564,"yufei0595",5506,2016/02/07
1285146,"li9887",5504.4,2016/02/07
937754,"moxun2013",5464.2,2016/02/07
1051534,"y2464976434y",5352.6,2016/02/07
954776,"ymf16889",5173.2,2016/02/07
104905,"mbfuqi",5100.2,2016/02/07
1375363,"a18323290752",5075,2016/02/07
906268,"tingyu44",4236,2016/02/07
1517101,"mylove0926",4121.2,2016/02/07
1495028,"liu7758521",4078.8,2016/02/07
1511905,"shu155",4000.4,2016/02/07
1237825,"cola323",3890,2016/02/07
803491,"xmm168168",3847.4,2016/02/07
1408588,"kimi",3763.4,2016/02/07
946694,"chengwei2014",3589.6,2016/02/07
1230370,"ty007",3520,2016/02/07
1398851,"leyan918",3442.8,2016/02/07
1236339,"a5890369",3412.8,2016/02/07
1191030,"y2981074808",3390,2016/02/07
1213172,"yu0611",3333.6,2016/02/07
931650,"zouguo8888",3316.4,2016/02/07
997571,"awdtankdd",3306.2,2016/02/07
786914,"ysdj321",3224,2016/02/07
1507980,"style1024",3219.2,2016/02/07
1086432,"ren314484",3051.8,2016/02/07
1510086,"宇宙爆发",3046,2016/02/07
827233,"cjm666666",3035.2,2016/02/07
821262,"daosange2013",2881.2,2016/02/07
518586,"lina520",2422,2016/02/07
906466,"zuijiu2013",2358.8,2016/02/07
1434786,"hbb1999",2298.2,2016/02/07
867904,"benlu88",2110.4,2016/02/07
1286802,"qq2548759525",2079.8,2016/02/07
1429204,"it582349",2046,2016/02/07
1162076,"wdan023",1982.4,2016/02/07
1518105,"lw3639",1954,2016/02/07
1509791,"fa103679",1936.6,2016/02/07
1431899,"tutuxixi",1902,2016/02/07
1487368,"chaoqi123",1873.2,2016/02/07
656184,"bfcs019",1863.6,2016/02/07
1496338,"lyp5111",1822,2016/02/07
1449585,"jwt2015",1772.6,2016/02/07
1072944,"a504914592",1706,2016/02/07
1364918,"mrf439",1704,2016/02/07
601391,"pr2027",1702.4,2016/02/07
1283315,"ll317265211",1683,2016/02/07
